1,0.22625292864749733,0.12777737878426834
2,0.6369836411609499,0.20866829790259211
3,0.5673984168865436,0.1253146666539501
4,0.28991772151898737,0.08026682141345187
5,0.8667683377308707,0.14513691111293625
6,1.2822358591248666,1.95763067043593
7,1.754685254691689,2.381799586781054
8,2.731438196286472,4.268183532078772
9,5.620993657505285,3.032591099069128
10,8.358585874799358,3.8119971596971487
11,9.34613440860215,4.26634533162151
12,13.387084673097535,9.277269653653859
13,32.52490525739321,35.87283577896294
14,50.401439745075315,69.19336365267792
15,39.80512640801001,57.08826582588737
16,50.21726683771649,65.70365072566146
17,71.37710440835266,78.6069270704294
19,78.94312367149759,94.89471799401996
20,81.83850519031142,76.51862379135106
21,114.83079568106312,78.62312060456802
22,118.0354675925926,81.34099860180935
23,150.28063793103448,79.08497986807697
24,155.39289723320158,76.03471989005574
18,67.28670672268908,75.68154835287696
26,125.69276153846154,101.50890450586813
25,157.32098850574712,86.44587362865757
27,206.34664615384617,50.797417094287006
28,213.677,68.49495557453771
29,197.06918181818182,63.21043157393909
30,100.22,68.21631023882779
